,,Atlanta,Atlanta,Atlanta,Atlanta,Chicago,Chicago,Chicago,Chicago,Nashville,Nashville,Nashville,Nashville,LA,LA,LA,LA,NY,NY,NY,NY
Fri,6/12/2020,1565,12168,-10603,92188,0,14278,-14278,67815,6133,0,6133,86981,6339,7591,-1252,101831,10110,0,10110,103609
Sat,6/13/2020,12577,1834,10743,102931,7004,5672,1332,69147,3800,1882,1918,88899,2118,0,2118,103949,3321,5562,-2241,101368
Sun,6/14/2020,1311,5304,-3993,98938,13034,0,13034,82181,5840,6268,-428,88471,8578,3974,4604,108553,1459,4535,-3076,98292
Mon,6/15/2020,3532,13360,-9828,89110,1656,2093,-437,81744,7814,7259,555,89026,1381,1840,-459,108094,2550,8936,-6386,91906
Tue,6/16/2020,1630,7178,-5548,83562,0,4222,-4222,77522,0,6849,-6849,82177,2258,8200,-5942,102152,2992,10627,-7635,84271
Wed,6/17/2020,0,1056,-1056,82506,6393,6900,-507,77015,709,6556,-5847,76330,2315,2841,-526,101626,0,11022,-11022,73249
Thu,6/18/2020,11380,1131,10249,92755,7350,13967,-6617,70398,13386,5243,8143,84473,1567,6123,-4556,97070,0,8909,-8909,64340
Fri,6/19/2020,0,6369,-6369,86386,0,0,0,70398,4299,0,4299,88772,4413,2289,2124,99194,0,5521,-5521,58819
Sat,6/20/2020,2337,6164,-3827,82559,0,2287,-2287,68111,2848,0,2848,91620,7212,8770,-1558,97636,10945,20108,-9163,49656
Sun,6/21/2020,7393,0,7393,89952,5657,0,5657,73768,0,13183,-13183,78437,3707,1868,1839,99475,0,5378,-5378,44278
Mon,6/22/2020,5773,1572,4201,94153,3506,5795,-2289,71479,11679,0,11679,90116,2613,1476,1137,100612,1573,2123,-550,43728
Tue,6/23/2020,11852,6116,5736,99889,8167,3257,4910,76389,9246,8394,852,90968,0,10930,-10930,89682,0,4392,-4392,39336
Wed,6/24/2020,11308,3175,8133,108022,7612,2211,5401,81790,4071,3583,488,91456,4549,15687,-11138,78544,10384,1459,8925,48261
Thu,6/25/2020,0,5450,-5450,102572,3595,7570,-3975,77815,1935,6960,-5025,86431,0,6371,-6371,72173,9765,3561,6204,54465
Fri,6/26/2020,0,3667,-3667,98905,0,6263,-6263,71552,8497,12744,-4247,82184,3479,762,2717,74890,4245,1358,2887,57352
Sat,6/27/2020,5307,0,5307,104212,2805,5698,-2893,68659,0,0,0,82184,0,12519,-12519,62371,1802,0,1802,59154
Sun,6/28/2020,7631,5988,1643,105855,1824,0,1824,70483,4636,8273,-3637,78547,6285,2619,3666,66037,1399,1954,-555,58599
Mon,6/29/2020,5949,6212,-263,105592,1490,817,673,71156,4343,0,4343,82890,818,3122,-2304,63733,2674,4039,-1365,57234
Tue,6/30/2020,2801,18426,-15625,89967,2990,4632,-1642,69514,0,2165,-2165,80725,16445,7649,8796,72529,9342,4275,5067,62301
Wed,7/1/2020,8082,10897,-2815,87152,4693,1557,3136,72650,6171,9725,-3554,77171,2701,2177,524,73053,0,0,0,62301
Thu,7/2/2020,5522,2875,2647,89799,3621,6280,-2659,69991,3980,7108,-3128,74043,7482,0,7482,80535,1695,0,1695,63996
Fri,7/3/2020,0,3134,-3134,86665,2408,4762,-2354,67637,8484,5461,3023,77066,6129,0,6129,86664,0,7777,-7777,56219
Sat,7/4/2020,3347,7992,-4645,82020,8901,4452,4449,72086,0,1879,-1879,75187,2926,3332,-406,86258,7120,2507,4613,60832
Sun,7/5/2020,5209,9633,-4424,77596,8099,2193,5906,77992,10841,8122,2719,77906,5233,6023,-790,85468,0,3274,-3274,57558
Mon,7/6/2020,5540,2866,2674,80270,1669,2609,-940,77052,0,4926,-4926,72980,8963,1479,7484,92952,0,3120,-3120,54438
Tue,7/7/2020,0,8911,-8911,71359,11996,1438,10558,87610,0,1935,-1935,71045,8250,7723,527,93479,18022,2126,15896,70334
Wed,7/8/2020,0,4696,-4696,66663,0,9032,-9032,78578,2933,0,2933,73978,1786,0,1786,95265,4718,2597,2121,72455
Thu,7/9/2020,6305,0,6305,72968,9145,5419,3726,82304,5322,4450,872,74850,19460,5540,13920,109185,5464,2663,2801,75256
Fri,7/10/2020,11422,0,11422,84390,4378,0,4378,86682,4808,8006,-3198,71652,8090,6061,2029,111214,0,3474,-3474,71782
Sat,7/11/2020,0,437,-437,83953,11252,2403,8849,95531,5446,12425,-6979,64673,2346,8135,-5789,105425,0,1658,-1658,70124
Sun,7/12/2020,4507,7048,-2541,81412,3280,3153,127,95658,4257,5958,-1701,62972,9689,4143,5546,110971,2605,2437,168,70292
Mon,7/13/2020,3883,534,3349,84761,11429,7319,4110,99768,5280,0,5280,68252,2034,3479,-1445,109526,8052,0,8052,78344
Tue,7/14/2020,0,6541,-6541,78220,1629,0,1629,101397,0,2379,-2379,65873,0,1567,-1567,107959,0,3918,-3918,74426
Wed,7/15/2020,0,1550,-1550,76670,7219,8886,-1667,99730,10683,5389,5294,71167,8231,10179,-1948,106011,0,0,0,74426
Thu,7/16/2020,3967,5108,-1141,75529,2890,8305,-5415,94315,10343,4154,6189,77356,9223,0,9223,115234,11313,3197,8116,82542
Fri,7/17/2020,3604,9677,-6073,69456,3098,1669,1429,95744,18684,4636,14048,91404,7475,14548,-7073,108161,2636,5891,-3255,79287
Sat,7/18/2020,7335,7797,-462,68994,6719,4570,2149,97893,1727,2236,-509,90895,1618,4060,-2442,105719,6306,2896,3410,82697
Sun,7/19/2020,2135,2019,116,69110,4697,6360,-1663,96230,10431,0,10431,101326,6383,7875,-1492,104227,4443,3803,640,83337
Mon,7/20/2020,6533,2408,4125,73235,721,0,721,96951,0,4947,-4947,96379,0,2029,-2029,102198,4686,10608,-5922,77415
Tue,7/21/2020,8089,5652,2437,75672,6815,2085,4730,101681,9152,8513,639,97018,6809,5066,1743,103941,4763,4676,87,77502
Wed,7/22/2020,7187,8459,-1272,74400,7860,8852,-992,100689,5738,0,5738,102756,0,9839,-9839,94102,1896,5142,-3246,74256
Thu,7/23/2020,2916,4483,-1567,72833,5075,2004,3071,103760,12309,8561,3748,106504,0,6240,-6240,87862,7918,1724,6194,80450
Fri,7/24/2020,2548,0,2548,75381,6147,5993,154,103914,5012,6377,-1365,105139,4342,4131,211,88073,11810,0,11810,92260
Sat,7/25/2020,2484,1755,729,76110,1026,3478,-2452,101462,5441,10279,-4838,100301,1985,3215,-1230,86843,5497,9274,-3777,88483
Sun,7/26/2020,2379,6749,-4370,71740,3240,6468,-3228,98234,8930,1109,7821,108122,0,7395,-7395,79448,2183,0,2183,90666
Mon,7/27/2020,0,7457,-7457,64283,0,3621,-3621,94613,0,13024,-13024,95098,2076,10335,-8259,71189,1196,1487,-291,90375
Tue,7/28/2020,7574,9509,-1935,62348,3170,5624,-2454,92159,0,5238,-5238,89860,4645,7851,-3206,67983,5895,3202,2693,93068
Wed,7/29/2020,3602,2780,822,63170,7840,8619,-779,91380,951,2091,-1140,88720,2252,2970,-718,67265,11058,6733,4325,97393
Thu,7/30/2020,3589,0,3589,66759,0,4576,-4576,86804,7635,4489,3146,91866,8583,4735,3848,71113,8773,7818,955,98348
Fri,7/31/2020,4755,6488,-1733,65026,2781,9035,-6254,80550,2642,4785,-2143,89723,8663,15097,-6434,64679,4718,9386,-4668,93680
Sat,8/1/2020,7308,3618,3690,68716,13144,0,13144,93694,10580,2022,8558,98281,1158,1642,-484,64195,6711,2953,3758,97438
Sun,8/2/2020,17333,2236,15097,83813,9350,0,9350,103044,2857,2681,176,98457,8698,0,8698,72893,4559,0,4559,101997
Mon,8/3/2020,10252,0,10252,94065,6051,12565,-6514,96530,6633,4573,2060,100517,0,4939,-4939,67954,4111,7333,-3222,98775
Tue,8/4/2020,6101,999,5102,99167,13059,5854,7205,103735,5530,9096,-3566,96951,0,7127,-7127,60827,21581,1196,20385,119160
Wed,8/5/2020,8962,2091,6871,106038,1893,0,1893,105628,4313,1980,2333,99284,16457,0,16457,77284,4780,0,4780,123940
Thu,8/6/2020,0,6308,-6308,99730,3663,5324,-1661,103967,1362,5338,-3976,95308,10077,1724,8353,85637,7454,8860,-1406,122534
Fri,8/7/2020,1712,0,1712,101442,0,4585,-4585,99382,0,4848,-4848,90460,5892,2346,3546,89183,9497,0,9497,132031
Sat,8/8/2020,14850,6657,8193,109635,2935,13244,-10309,89073,194,19140,-18946,71514,2289,1250,1039,90222,0,7584,-7584,124447
Sun,8/9/2020,2720,1511,1209,110844,6740,16496,-9756,79317,6760,1556,5204,76718,3510,3313,197,90419,0,6972,-6972,117475
Mon,8/10/2020,1359,7474,-6115,104729,5394,4315,1079,80396,0,5914,-5914,70804,0,10275,-10275,80144,3357,14287,-10930,106545
Tue,8/11/2020,9988,3604,6384,111113,1870,3798,-1928,78468,7696,382,7314,78118,0,2228,-2228,77916,12841,11730,1111,107656
Wed,8/12/2020,5766,6161,-395,110718,12096,6283,5813,84281,16092,4161,11931,90049,6689,3116,3573,81489,4037,9608,-5571,102085
Thu,8/13/2020,22206,8189,14017,124735,10428,0,10428,94709,10476,1825,8651,98700,4761,6538,-1777,79712,23051,0,23051,125136
Fri,8/14/2020,20212,1536,18676,143411,10519,3802,6717,101426,10791,2260,8531,107231,3759,4131,-372,79340,1751,5008,-3257,121879
Sat,8/15/2020,0,5038,-5038,138373,10707,0,10707,112133,4336,4371,-35,107196,8778,4247,4531,83871,0,4280,-4280,117599
Sun,8/16/2020,7723,7287,436,138809,3817,0,3817,115950,8062,6988,1074,108270,10731,2692,8039,91910,5052,13327,-8275,109324
Mon,8/17/2020,7378,8640,-1262,137547,7386,6177,1209,117159,0,11980,-11980,96290,2886,0,2886,94796,6009,12250,-6241,103083
Tue,8/18/2020,16205,5301,10904,148451,7797,6114,1683,118842,3230,7738,-4508,91782,4323,0,4323,99119,13397,10777,2620,105703
Wed,8/19/2020,2174,0,2174,150625,10288,5152,5136,123978,0,4313,-4313,87469,7822,3363,4459,103578,8826,1227,7599,113302
Thu,8/20/2020,2860,14320,-11460,139165,6044,10770,-4726,119252,0,6707,-6707,80762,10314,1953,8361,111939,404,10114,-9710,103592
Fri,8/21/2020,2098,2484,-386,138779,4495,5620,-1125,118127,13566,11850,1716,82478,6621,10210,-3589,108350,4074,1780,2294,105886
Sat,8/22/2020,9299,1380,7919,146698,1710,3858,-2148,115979,0,0,0,82478,3799,3791,8,108358,9074,7742,1332,107218
Sun,8/23/2020,6237,2693,3544,150242,2533,5686,-3153,112826,0,3498,-3498,78980,9606,0,9606,117964,7797,2832,4965,112183
Mon,8/24/2020,1658,17424,-15766,134476,7518,0,7518,120344,9210,6177,3033,82013,0,3969,-3969,113995,12220,5178,7042,119225
Tue,8/25/2020,7782,10396,-2614,131862,0,7337,-7337,113007,3620,0,3620,85633,3753,6493,-2740,111255,9264,12463,-3199,116026
Wed,8/26/2020,4912,497,4415,136277,3417,5897,-2480,110527,5171,4658,513,86146,2176,2506,-330,110925,6878,2098,4780,120806
Thu,8/27/2020,4598,8509,-3911,132366,5068,1923,3145,113672,13276,0,13276,99422,10389,4576,5813,116738,2581,2965,-384,120422
Fri,8/28/2020,9532,9529,3,132369,3137,5287,-2150,111522,11116,0,11116,110538,2773,18279,-15506,101232,6955,4241,2714,123136
Sat,8/29/2020,888,13546,-12658,119711,4004,10756,-6752,104770,4261,8323,-4062,106476,18314,3091,15223,116455,10210,2925,7285,130421
Sun,8/30/2020,13586,1609,11977,131688,2531,4794,-2263,102507,16456,1434,15022,121498,3242,8519,-5277,111178,3756,7703,-3947,126474
Mon,8/31/2020,4748,8339,-3591,128097,8046,7442,604,103111,4305,6734,-2429,119069,4891,4000,891,112069,10252,13331,-3079,123395
Tue,9/1/2020,14701,15410,-709,127388,9866,10338,-472,102639,3023,0,3023,122092,6382,6975,-593,111476,638,1769,-1131,122264
Wed,9/2/2020,1672,4946,-3274,124114,6142,8318,-2176,100463,8692,16229,-7537,114555,3733,10644,-6911,104565,2602,3777,-1175,121089
Thu,9/3/2020,18035,0,18035,142149,4868,2204,2664,103127,8015,0,8015,122570,10474,10062,412,104977,1626,11337,-9711,111378
Fri,9/4/2020,7971,5860,2111,144260,15100,0,15100,118227,4798,6447,-1649,120921,7222,8530,-1308,103669,2395,13237,-10842,100536
Sat,9/5/2020,2679,16913,-14234,130026,1343,9042,-7699,110528,4940,12564,-7624,113297,17418,8603,8815,112484,14955,5831,9124,109660
Sun,9/6/2020,2835,2309,526,130552,8347,7523,824,111352,8646,2011,6635,119932,7077,6637,440,112924,8154,6729,1425,111085
Mon,9/7/2020,1584,8598,-7014,123538,5541,0,5541,116893,1369,5677,-4308,115624,2173,5045,-2872,110052,6288,14098,-7810,103275
Tue,9/8/2020,7345,16720,-9375,114163,0,4511,-4511,112382,4902,7615,-2713,112911,14870,6803,8067,118119,2320,1649,671,103946
Wed,9/9/2020,5123,3327,1796,115959,6854,4839,2015,114397,8797,0,8797,121708,8635,3688,4947,123066,1993,4055,-2062,101884
Thu,9/10/2020,13496,3786,9710,125669,4933,10984,-6051,108346,5423,2296,3127,124835,12869,7987,4882,127948,14109,1841,12268,114152
Fri,9/11/2020,4728,15278,-10550,115119,2057,11378,-9321,99025,8264,7069,1195,126030,0,1704,-1704,126244,5294,8211,-2917,111235
Sat,9/12/2020,13635,6863,6772,121891,10555,10236,319,99344,7375,5370,2005,128035,6461,0,6461,132705,6643,4582,2061,113296
Sun,9/13/2020,8589,3071,5518,127409,11197,6022,5175,104519,14940,11223,3717,131752,8711,4798,3913,136618,8853,2345,6508,119804
Mon,9/14/2020,11438,0,11438,138847,2727,4186,-1459,103060,9644,2274,7370,139122,3902,3393,509,137127,5480,3550,1930,121734
Tue,9/15/2020,0,2157,-2157,136690,5334,3341,1993,105053,0,6636,-6636,132486,13347,0,13347,150474,0,16853,-16853,104881
Wed,9/16/2020,7288,18677,-11389,125301,1254,5526,-4272,100781,4106,1867,2239,134725,1477,0,1477,151951,9281,5031,4250,109131
Thu,9/17/2020,5174,7768,-2594,122707,4903,1013,3890,104671,11398,3433,7965,142690,9810,10721,-911,151040,11857,7109,4748,113879
Fri,9/18/2020,5700,6190,-490,122217,14592,6392,8200,112871,3948,14376,-10428,132262,0,0,0,151040,11057,14479,-3422,110457
Sat,9/19/2020,6040,4317,1723,123940,4736,2539,2197,115068,6795,7688,-893,131369,9623,3600,6023,157063,3974,5318,-1344,109113
Sun,9/20/2020,0,3186,-3186,120754,1050,7387,-6337,108731,16109,4624,11485,142854,3407,3733,-326,156737,15625,5207,10418,119531
Mon,9/21/2020,5443,3276,2167,122921,10528,5700,4828,113559,7154,2531,4623,147477,5243,14147,-8904,147833,6540,7780,-1240,118291
Tue,9/22/2020,6437,10813,-4376,118545,3641,3925,-284,113275,2117,736,1381,148858,1492,4210,-2718,145115,5292,0,5292,123583
Wed,9/23/2020,7248,12069,-4821,113724,4477,3929,548,113823,0,19982,-19982,128876,1257,7220,-5963,139152,7119,5917,1202,124785
Thu,9/24/2020,4949,3048,1901,115625,12910,5281,7629,121452,14914,3037,11877,140753,4343,4770,-427,138725,10729,3572,7157,131942
Fri,9/25/2020,3900,8294,-4394,111231,0,8315,-8315,113137,5276,0,5276,146029,1816,6421,-4605,134120,4830,8350,-3520,128422
Sat,9/26/2020,3984,6424,-2440,108791,1069,8144,-7075,106062,9953,8932,1021,147050,2999,5122,-2123,131997,11800,9495,2305,130727
Sun,9/27/2020,2870,2400,470,109261,1947,1888,59,106121,10665,12511,-1846,145204,11026,6675,4351,136348,6726,3841,2885,133612
Mon,9/28/2020,7998,11807,-3809,105452,2937,5273,-2336,103785,6782,5875,907,146111,2179,5994,-3815,132533,4716,2161,2555,136167
Tue,9/29/2020,3410,2918,492,105944,6887,10107,-3220,100565,0,1774,-1774,144337,6205,24762,-18557,113976,0,7556,-7556,128611
Wed,9/30/2020,12545,5020,7525,113469,2664,4319,-1655,98910,2734,4718,-1984,142353,9714,23359,-13645,100331,13762,8120,5642,134253
Thu,10/1/2020,5153,4646,507,113976,0,8306,-8306,90604,11357,2867,8490,150843,2137,16162,-14025,86306,8556,12994,-4438,129815
Fri,10/2/2020,7962,15934,-7972,106004,2914,8872,-5958,84646,10721,11703,-982,149861,8955,8423,532,86838,2245,9364,-7119,122696
Sat,10/3/2020,5260,11564,-6304,99700,4081,7815,-3734,80912,4232,19749,-15517,134344,4437,7634,-3197,83641,5747,4783,964,123660
Sun,10/4/2020,2744,673,2071,101771,4384,2034,2350,83262,4423,7270,-2847,131497,7983,3576,4407,88048,0,8525,-8525,115135
Mon,10/5/2020,14264,5606,8658,110429,0,0,0,83262,4539,3237,1302,132799,5083,4505,578,88626,16487,5195,11292,126427
Tue,10/6/2020,3933,4003,-70,110359,8621,8401,220,83482,7024,5751,1273,134072,1884,3991,-2107,86519,3885,8314,-4429,121998
Wed,10/7/2020,1114,2109,-995,109364,4157,6273,-2116,81366,1961,15001,-13040,121032,0,5444,-5444,81075,2577,1942,635,122633
Thu,10/8/2020,1967,1690,277,109641,2534,10484,-7950,73416,12640,0,12640,133672,7008,8418,-1410,79665,0,9003,-9003,113630
Fri,10/9/2020,16592,10124,6468,116109,4473,1857,2616,76032,0,28920,-28920,104752,2024,0,2024,81689,0,2109,-2109,111521
Sat,10/10/2020,11665,6040,5625,121734,8294,8304,-10,76022,0,0,0,104752,6434,0,6434,88123,0,0,0,111521
Sun,10/11/2020,13668,4242,9426,131160,3818,8551,-4733,71289,5571,10256,-4685,100067,3340,4209,-869,87254,6017,7888,-1871,109650
Mon,10/12/2020,12815,9742,3073,134233,9617,2914,6703,77992,1689,3167,-1478,98589,7056,6991,65,87319,4355,937,3418,113068
Tue,10/13/2020,1543,14195,-12652,121581,5762,4905,857,78849,0,3829,-3829,94760,5814,2254,3560,90879,6405,14434,-8029,105039
Wed,10/14/2020,1269,3372,-2103,119478,10700,9750,950,79799,8533,6873,1660,96420,4793,3389,1404,92283,7437,4402,3035,108074
Thu,10/15/2020,7651,1967,5684,125162,6856,2398,4458,84257,5890,16011,-10121,86299,5871,3425,2446,94729,12212,2630,9582,117656
Fri,10/16/2020,5011,0,5011,130173,5636,2664,2972,87229,3058,3017,41,86340,6475,5477,998,95727,1778,19210,-17432,100224
Sat,10/17/2020,8550,4388,4162,134335,1902,2971,-1069,86160,1992,14550,-12558,73782,2568,6454,-3886,91841,9314,1139,8175,108399
Sun,10/18/2020,3604,5226,-1622,132713,5494,5182,312,86472,2057,7444,-5387,68395,9525,6158,3367,95208,15824,5135,10689,119088
Mon,10/19/2020,0,7652,-7652,125061,5421,0,5421,91893,4322,2895,1427,69822,0,2743,-2743,92465,2310,6490,-4180,114908
Tue,10/20/2020,10034,0,10034,135095,12706,1171,11535,103428,783,1980,-1197,68625,934,6204,-5270,87195,2991,12651,-9660,105248
Wed,10/21/2020,8443,11728,-3285,131810,1451,2602,-1151,102277,3160,6705,-3545,65080,1718,1884,-166,87029,0,2876,-2876,102372
Thu,10/22/2020,10753,11146,-393,131417,1610,2174,-564,101713,6181,900,5281,70361,10960,8411,2549,89578,4393,8893,-4500,97872
Fri,10/23/2020,0,12835,-12835,118582,2865,5613,-2748,98965,8429,5316,3113,73474,4664,2203,2461,92039,0,14153,-14153,83719
Sat,10/24/2020,11094,7047,4047,122629,3093,1419,1674,100639,10995,9404,1591,75065,8512,13360,-4848,87191,2224,4340,-2116,81603
Sun,10/25/2020,8647,13015,-4368,118261,2232,5983,-3751,96888,4424,7086,-2662,72403,5774,5675,99,87290,4505,0,4505,86108
Mon,10/26/2020,0,11279,-11279,106982,12662,12913,-251,96637,17820,0,17820,90223,6781,12177,-5396,81894,7921,6982,939,87047
Tue,10/27/2020,9461,9925,-464,106518,6779,8812,-2033,94604,10023,4563,5460,95683,1690,0,1690,83584,1634,5063,-3429,83618
Wed,10/28/2020,0,10468,-10468,96050,6582,8221,-1639,92965,8792,3182,5610,101293,6065,7327,-1262,82322,3888,9049,-5161,78457
Thu,10/29/2020,2385,0,2385,98435,5407,1471,3936,96901,18144,4003,14141,115434,0,5315,-5315,77007,11391,5844,5547,84004
Fri,10/30/2020,2321,2652,-331,98104,14413,2215,12198,109099,6146,2829,3317,118751,999,0,999,78006,12064,0,12064,96068
Sat,10/31/2020,6593,2188,4405,102509,2339,6892,-4553,104546,7307,3106,4201,122952,16217,1902,14315,92321,6076,8171,-2095,93973
Sun,11/1/2020,7754,7643,111,102620,5761,3818,1943,106489,0,1689,-1689,121263,10080,4990,5090,97411,3067,8841,-5774,88199
Mon,11/2/2020,3857,10762,-6905,95715,12430,0,12430,118919,2078,8749,-6671,114592,4526,2703,1823,99234,1829,2287,-458,87741
Tue,11/3/2020,2198,4251,-2053,93662,0,6854,-6854,112065,17351,2533,14818,129410,8151,1920,6231,105465,7306,0,7306,95047
Wed,11/4/2020,5353,8634,-3281,90381,9283,15006,-5723,106342,3082,17820,-14738,114672,7327,10998,-3671,101794,11156,5824,5332,100379
Thu,11/5/2020,1793,3174,-1381,89000,5577,2771,2806,109148,1483,1387,96,114768,2106,4064,-1958,99836,5626,6772,-1146,99233
Fri,11/6/2020,4645,13799,-9154,79846,1518,6745,-5227,103921,8329,3625,4704,119472,0,1722,-1722,98114,6003,2458,3545,102778
Sat,11/7/2020,5610,4459,1151,80997,3377,3420,-43,103878,6303,5726,577,120049,7712,10367,-2655,95459,2788,7798,-5010,97768
Sun,11/8/2020,10736,6958,3778,84775,4028,3894,134,104012,10186,3890,6296,126345,8817,2596,6221,101680,8045,2282,5763,103531
Mon,11/9/2020,14854,6694,8160,92935,2053,2128,-75,103937,12459,2458,10001,136346,3945,1692,2253,103933,3007,4636,-1629,101902
Tue,11/10/2020,9142,0,9142,102077,12708,15018,-2310,101627,3173,6704,-3531,132815,3267,12765,-9498,94435,3267,2744,523,102425
Wed,11/11/2020,6354,2081,4273,106350,9130,5973,3157,104784,11370,7398,3972,136787,6721,5180,1541,95976,7482,8388,-906,101519
Thu,11/12/2020,5559,6476,-917,105433,0,0,0,104784,5900,7199,-1299,135488,5284,24428,-19144,76832,13084,1833,11251,112770
Fri,11/13/2020,5423,3301,2122,107555,5216,2339,2877,107661,0,11960,-11960,123528,1113,6131,-5018,71814,803,10073,-9270,103500
Sat,11/14/2020,6616,9185,-2569,104986,11496,9161,2335,109996,0,17689,-17689,105839,8831,6705,2126,73940,3944,7264,-3320,100180
Sun,11/15/2020,5033,630,4403,109389,16025,6139,9886,119882,0,4605,-4605,101234,16527,858,15669,89609,9361,4033,5328,105508
Mon,11/16/2020,5123,6012,-889,108500,0,939,-939,118943,8388,2685,5703,106937,11289,3218,8071,97680,3454,6084,-2630,102878
Tue,11/17/2020,4136,7548,-3412,105088,14542,6634,7908,126851,0,11589,-11589,95348,4244,0,4244,101924,6977,1012,5965,108843
Wed,11/18/2020,9734,2385,7349,112437,14888,5498,9390,136241,10503,13639,-3136,92212,10626,2279,8347,110271,7531,7108,423,109266
Thu,11/19/2020,22017,8796,13221,125658,9672,1665,8007,144248,1279,10866,-9587,82625,6233,3060,3173,113444,8344,7021,1323,110589
Fri,11/20/2020,16789,0,16789,142447,9489,12887,-3398,140850,12282,3606,8676,91301,3707,3540,167,113611,5420,6279,-859,109730
Sat,11/21/2020,3459,1793,1666,144113,7061,11143,-4082,136768,6624,724,5900,97201,13163,3141,10022,123633,2519,7393,-4874,104856
Sun,11/22/2020,5307,6697,-1390,142723,5175,6724,-1549,135219,7069,6400,669,97870,6554,4699,1855,125488,17108,0,17108,121964
Mon,11/23/2020,5293,2321,2972,145695,7299,9409,-2110,133109,2355,0,2355,100225,12479,18684,-6205,119283,3378,803,2575,124539
Tue,11/24/2020,0,1799,-1799,143896,14298,3890,10408,143517,4687,13266,-8579,91646,6881,0,6881,126164,5280,5763,-483,124056
Wed,11/25/2020,1852,7129,-5277,138619,15140,15117,23,143540,5838,6026,-188,91458,5121,3117,2004,128168,5168,2037,3131,127187
Thu,11/26/2020,4873,0,4873,143492,9792,6588,3204,146744,6240,8430,-2190,89268,0,0,0,128168,1561,2598,-1037,126150
Fri,11/27/2020,6624,11122,-4498,138994,10036,3841,6195,152939,0,4858,-4858,84410,8296,6214,2082,130250,7227,7821,-594,125556
Sat,11/28/2020,8664,10564,-1900,137094,10004,6321,3683,156622,7073,0,7073,91483,4012,7887,-3875,126375,11696,11423,273,125829
Sun,11/29/2020,3748,2994,754,137848,1515,13153,-11638,144984,4904,7397,-2493,88990,0,7939,-7939,118436,4364,3379,985,126814
Mon,11/30/2020,7525,1451,6074,143922,5200,5530,-330,144654,0,3774,-3774,85216,5589,0,5589,124025,3191,5756,-2565,124249
Tue,12/1/2020,20803,2175,18628,162550,1284,12269,-10985,133669,10455,4528,5927,91143,4007,4571,-564,123461,11242,22256,-11014,113235
Wed,12/2/2020,2181,4997,-2816,159734,9452,6859,2593,136262,7974,0,7974,99117,6196,4181,2015,125476,6202,10684,-4482,108753
